"Date","Related","Document Title"
1946-01-14,"Harry S. Truman","Executive Order 9678—Amendment of Executive Order No. 8743 of April 23, 1941, Extending the Classified Civil Service"
1946-01-16,"Harry S. Truman","Executive Order 9679—Amendment of Executive Order No. 9547 of May 2, 1945, Entitled ""Providing for Representation of the United States in Preparing and Prosecuting Charges of Atrocities and War Crimes Against Leaders of the European Axis Powers and Their Principal Agents and Accessories"""
1946-01-17,"Harry S. Truman","Executive Order 9681—Designating the Honorable Jorge L. Cordova as Acting Judge of the District Court of the United States for Puerto Rico"
1946-01-17,"Harry S. Truman","Executive Order 9680—Abolishing the United States of America Typhus Commission"
1946-01-18,"Harry S. Truman","Executive Order 9682—Providing for the Furnishing of Information and Assistance to the Joint Anglo-american Committee of Inquiry On Jewish Problems in Palestine and Europe"
1946-01-19,"Harry S. Truman","Executive Order 9683—Restoring Limitations Upon Punishments for Certain Violations of Articles of War 58, 59, 61 and 86"
1946-01-23,"Harry S. Truman","Executive Order 9684—Creating An Emergency Board to Investigate Disputes Between the Indiana Harbor Belt Railroad, Chicago Junction Railway (the C. R. & I. R. R. Co., Lessee) and Chicago River and Indiana Railroad Company, Carriers, and Certain of Their Employees"
1946-01-24,"Harry S. Truman","Executive Order 9685—Authorizing the Secretary of Agriculture to Take Possession of and Operate Certain Plants and Facilities Used in the Production, Processing, Transportation, Sale and Distribution of Livestock, Meat, Meat Products and By-Products"
1946-01-26,"Harry S. Truman","Executive Order 9686—Providing for the Administration By the Housing Expediter of Certain Functions Relating to Housing"
1946-01-26,"Harry S. Truman","Executive Order 9687—Revoking Executive Orders Concerning Foreign Service Pay Adjustment"
1946-01-31,"Harry S. Truman","Executive Order 9688—Amending Schedule B of the Civil Service Rules"
1946-01-31,"Harry S. Truman","Executive Order 9689—Consolidation of Surplus Property Functions"
1946-02-02,"Harry S. Truman","Executive Order 9690—Amending Executive Order 9685 Authorizing the Secretary of Agriculture to Take Possession of and Operate Certain Plants and Facilities Used in the Production, Processing, Transportation, Sale and Distribution of Livestock Meat, Meat Products and By-Products"
1946-02-04,"Harry S. Truman","Executive Order 9691—Directing the Civil Service Commission to Resume Operations Under the Civil Service Rules, and Authorizing the Adoption of Special Regulations During the Transitional Period"
1946-02-05,"Harry S. Truman","Executive Order 9692—Amending Executive Order 9472 of August 29, 1944, Establishing Certain Awards for the Merchant Marine"
1946-02-05,"Harry S. Truman","Executive Order 9693—Possession, Control, and Operation of the Transportation Systems, Plants, and Facilities of Certain Towing and Transportation Companies Operating in New York Harbor and Contiguous Waters"
1946-02-06,"Harry S. Truman","Executive Order 9694—Inspection of Income, Excess-profits, and Declared Value Excess-profits Tax Returns By the War Contracts Price Adjustment Board"
1946-02-08,"Harry S. Truman","Executive Order 9695—Revocation of Executive Order No. 9243 of September 12, 1942, Providing for the Transfer and Release of Federal Personnel"
1946-02-12,"Harry S. Truman","Executive Order 9696—Reinstating Monnett B. Davis in the Foreign Service of the United States"
1946-02-14,"Harry S. Truman","Executive Order 9697—Providing for the Continued Stabilization of the National Economy During the Transition from War to Peace"
1946-02-19,"Harry S. Truman","Executive Order 9698—Designating Public International Organizations Entitled to Enjoy Certain Privileges, Exemptions, and Immunities"
1946-02-21,"Harry S. Truman","Executive Order 9699—Re-establishing the Office of Economic Stabilization"
1946-03-01,"Harry S. Truman","Executive Order 9700—Creating An Emergency Board to Investigate the Disputes Between the Texas & New Orleans Railroad Company, Carrier, and Certain of Its Employees"
1946-03-04,"Harry S. Truman","Executive Order 9701—Providing for the Reservation of Rights to Fissionable Materials in Lands Owned By the United States"
1946-03-08,"Harry S. Truman","Executive Order 9702—Creating an Emergency Board to Investigate a Dispute Between the Alton Railroad Company and Other Carriers, and Certain of Their Employees"
1946-03-12,"Harry S. Truman","Executive Order 9703—Regulations Relating to the Medical Care of Certain Personnel of the Coast Guard, Coast and Geodetic Survey, Public Health Service, and Former Lighthouse Service"
1946-03-14,"Harry S. Truman","Executive Order 9704—Functions of the American Battle Monuments Commission"
1946-03-15,"Harry S. Truman","Executive Order 9705—Delegating Certain Functions and Authority Under the Agricultural Marketing Agreement Act of 1937 to the Economic Stabilization Director"
1946-03-15,"Harry S. Truman","Executive Order 9706—Amending Executive Order No. 9265 of November 6, 1942, Establishing the American, European-african-middle Eastern and Asiatic-pacific Campaign Medals"
1946-03-23,"Harry S. Truman","Executive Order 9707—Amendment of the Executive Order of January 31, 1946 Entitled ""Consolidation of Surplus Property Functions"""
1946-03-26,"Harry S. Truman","Executive Order 9708—Specifying Communicable Diseases for the Purpose of Regulations Providing for the Apprehension, Detention, or Conditional Release of Individuals to Prevent the Introduction, Transmission, or Spread of Communicable Diseases"
1946-03-29,"Harry S. Truman","Executive Order 9709—Providing Interim Arrangements Respecting Certain Air Navigation Facilities Abroad"
1946-04-10,"Harry S. Truman","Executive Order 9710—Terminating the Office of Inter-american Affairs and Transferring Certain of Its Functions"
1946-04-11,"Harry S. Truman","Executive Order 9711—Providing Reemployment Benefits for Federal Civilian Employees Who Enter Civilian Service With the War Or Navy Departments in Occupied Areas"
1946-04-13,"Harry S. Truman","Executive Order 9712—Amendment of Executive Order No. 8743 of April 23, 1941, Extending the Classified Civil Service"
1946-04-17,"Harry S. Truman","Executive Order 9713—Creating An Emergency Board to Investigate a Dispute Between the Chicago, Rock Island & Pacific Railway Company and Certain of Its Employees"
1946-04-20,"Harry S. Truman","Executive Order 9714—Amending Executive Order No. 9492, as Amended, Prescribing Regulations Governing Non-Military and Non-Naval Transportation On Army and Navy Air Transports"
1946-04-23,"Harry S. Truman","Executive Order 9715—The Death of Harlan Fiske Stone"
1946-04-24,"Harry S. Truman","Executive Order 9716—Creating An Emergency Board to Investigate a Dispute Between the Railway Express Agency, Inc., and Certain of Its Employees"
1946-04-25,"Harry S. Truman","Executive Order 9717—Directing the Emergency Board Created By Executive Order 9716 of April 24, 1946 to Investigate a Dispute Between the Railway Exress Agency, Inc., and Certain of Its Employees, Also to Investigate Disputes Between the Agency and Certain Other of Its Employees"
1946-05-03,"Harry S. Truman","Executive Order 9718—Termination of the Petroleum Administration for War"
1946-05-07,"Harry S. Truman","Executive Order 9719—Creating An Emergency Board to Investigate Disputes Between the Transcontinental & Western Air, Inc., and Other Carriers, and Certain of Their Employees"
1946-05-08,"Harry S. Truman","Executive Order 9720—Discontinuing the Sitka and Subic Bay Naval Airspace Reservations and the Subic Bay, Manila Bay, Los Angeles-Long Beach Harbor, San Diego, San Francisco, Columbia River Entrance, and Strait of Juan De Fuca and Puget Sound Defensive Sea Areas"
1946-05-10,"Harry S. Truman","Executive Order 9721—Providing for the Transfer of Personnel to Public International Organizations in Which the United States Government Participates"
1946-05-13,"Harry S. Truman","Executive Order 9722—Reassignment of the Functions of the Service of Supply Command and the Commanding General, Services of Supply"
1946-05-14,"Harry S. Truman","Executive Order 9723—Termination of the President's War Relief Control Board"
1946-05-15,"Harry S. Truman","Executive Order 9724—Amendment of Executive Order No. 9672 Establishing the National Wage Stabilization Board"
1946-05-16,"Harry S. Truman","Executive Order 9725—Designating the Alien Property Custodian to Administer the Powers and Authority Conferred Upon the President by Sections 20 and 32 of the Trading With the Enemy Act, as Amended"
1946-05-17,"Harry S. Truman","Executive Order 9726—Transfer of Fiscal Functions Relating to Lend-lease Matters from the Department of State to the Treasury Department"
1946-05-17,"Harry S. Truman","Executive Order 9727—Possession, Control, and Operation of Certain Railroads"
1946-05-21,"Harry S. Truman","Executive Order 9728—Authorizing the Secretary of the Interior to Take Possession of and to Operate Certain Coal Mines"
1946-05-23,"Harry S. Truman","Executive Order 9729—Further Defining the Functions and Duties of the Office of Defense Transportation"
1946-05-24,"Harry S. Truman","Executive Order 9730—Amendment of Executive Order No. 9630 of September 27, 1945, Redistributing Foreign Economic Functions and Functions With Respect to Surplus Property in Foreign Areas"
1946-05-29,"Harry S. Truman","Executive Order 9731—Creating An Emergency Board to Investigate a Dispute Between the Hudson & Hudson & Manhattan Railroad Company and Certain of Its Employees"
1946-06-03,"Harry S. Truman","Executive Order 9732—Relating to the Administration of the Act of February 22, 1935, as Amended"
1946-06-04,"Harry S. Truman","Executive Order 9733—Authorizing Certification for Probational Appointment of Certain Classes of Persons"
1946-06-06,"Harry S. Truman","Executive Order 9734—President's Certificate of Merit"
1946-06-11,"Harry S. Truman","Executive Order 9735—Establishing a Cabinet Committee On Palestine and Related Problems"
1946-06-14,"Harry S. Truman","Executive Order 9736—Possession, Control, and Operation of the Transportation System, Plants, and Facilities of the Monongahela Connecting Railroad Company"
1946-06-17,"Harry S. Truman","Executive Order 9737—Revoking Section 3 of Executive Order 3928 of April 8, 1942, Relating to the Stabilization of Wages, Prices, and Salaries"
1946-06-19,"Harry S. Truman","Executive Order 9738—Restricting Competition in Examination for the Position of Correctional Officer Under the Bureau of Prisons, Department of Justice"
1946-06-20,"Harry S. Truman","Executive Order 9740—Amendment of Executive Order No. 1888 of February 2, 1914, as Amended, Relating to Conditions of Employment in the Service of the Panama Canal and the Panama Railroad Company on the Isthmus of Panama"
1946-06-20,"Harry S. Truman","Executive Order 9739—Prescribing Regulations Governing the Payment of Expenses of Transportation of Civilian Officers and Employees Transferred Incident to the Return of Departmental Functions to the Seat of Government"
1946-06-25,"Harry S. Truman","Executive Order 9741—Extending the Existence of the Quantico-superior Committee, Created By Executive Order No. 6783 of June 30, 1934"
1946-06-25,"Harry S. Truman","Executive Order 9742—Termination and Liquidation of the War Relocation Authority"
